ALJARAFE_O3_AT_IN,ALJARAFE_PM10_AT_IN,ALJARAFE_NO2_AT_IN,ALJARAFE_TMP_Media_AT_IN,ALJARAFE_VV_AT_IN
50.1037,15.8785,1.75508,12.3194,4.84598
64.438,78.1164,40.5388,19.7296,6.62204
57.6386,33.5402,13.7091,17.2122,1.71659
45.5119,64.9087,40.3253,16.9141,13.1481
4.49338,30.5281,29.5987,11.6923,-0.486963
62.4021,63.6486,8.5037,31.7102,8.26823
86.8056,20.1507,31.3637,36.7089,6.36405
39.4184,71.7117,55.4032,26.7983,9.76451
129.783,22.5369,5.43283,22.9251,11.7218
140.753,17.5209,4.44296,28.2559,3.65478
49.4322,37.2976,25.8487,15.1753,6.98148
33.3878,21.1718,23.4816,16.1728,-0.533978
103.906,45.0996,5.86775,24.0257,8.81473
28.1155,2.887,20.4654,8.89608,8.71398
67.4383,20.8972,5.55912,23.9815,13.4394
111.321,15.8363,-1.06218,19.5628,6.71285
56.5711,2.98379,11.8233,14.5757,22.2955
22.6481,16.4899,16.9338,9.35643,-0.464157
69.8751,58.7329,16.1649,20.221,11.7005
91.4351,35.5771,9.39209,32.0738,8.91678
39.7577,29.6737,23.462,15.4664,2.15746
29.6992,47.6865,16.5225,15.1457,10.1067
66.2598,96.9693,31.8935,43.7856,9.85821
77.8712,21.1463,13.5759,15.5609,12.405
58.4672,32.1465,11.175,18.2034,8.57878
57.5815,32.1586,3.63608,11.2773,0.911615
81.8858,33.8579,19.1039,21.2883,0.651998
123.607,34.7649,12.7398,37.2983,22.5984
78.697,36.3027,24.7979,28.917,11.2636
46.992,39.0441,25.1499,12.5833,-4.59794
19.1681,51.0496,19.4004,23.0541,7.35557
112.955,25.825,11.7517,32.798,7.15088
46.3815,27.1107,20.3854,13.5346,4.48688
80.3639,41.0549,11.9302,14.4098,16.3595
69.2556,39.1649,7.76558,22.4929,13.0299
66.0811,37.2273,16.0204,30.2401,11.0926
95.0813,78.8524,7.64999,29.5116,18.9306
22.0848,36.9628,18.7933,13.9901,1.52335
109.167,4.7084,-1.35425,9.03738,9.81928
21.9114,29.8088,29.8727,1.51712,0.771615
31.8085,111.699,37.8077,29.1672,10.2662
43.4827,21.8975,13.5694,7.34473,7.91786
23.3295,26.5618,31.604,13.8989,4.246
63.4821,4.74567,28.1813,10.6031,0.945859
129.925,27.3096,0.12871,25.7682,5.36159
9.12561,96.1642,53.2965,12.7452,5.85271
50.3309,29.8545,12.0268,27.45,6.5332
17.3331,14.0939,38.6129,12.6278,4.80533
112.479,43.1534,24.5293,31.1782,22.4516
73.538,11.445,16.1293,11.8647,11.7379
43.6853,129.567,44.6713,23.4248,9.80767
74.8156,29.1131,4.54879,23.2377,9.24607
46.9251,30.3384,45.4791,18.8379,8.90476
69.8557,76.5627,34.1178,34.671,3.66755
105.961,7.01049,5.39805,25.2963,5.88926
32.565,18.5162,45.177,18.2898,10.9613
19.435,21.4516,55.9409,19.0391,9.97306
96.2178,23.6741,4.07968,13.4662,6.68379
129.577,16.1235,4.23856,33.2612,16.9187
94.2349,21.3887,7.0686,23.2706,6.83357
7.50753,112.085,59.1542,14.0384,20.1284
128.071,19.1588,6.44196,24.1478,16.8521
96.7486,3.81075,6.90845,27.2562,0.650616
59.3473,71.1195,16.0351,20.0044,4.57202
29.4832,19.0477,3.28544,6.83141,6.31688
84.4521,62.545,24.4288,6.95123,1.15797
31.1613,9.01648,10.5768,24.7177,11.3935
60.1959,6.44792,19.5187,27.2275,6.2177
19.493,26.0491,31.8839,7.23498,11.2725
39.1039,26.5776,18.4616,19.6725,2.23425
9.66968,37.4082,51.5726,9.31248,1.42924
56.4081,43.7314,8.02135,8.66429,-1.13432
25.9027,29.6815,46.8309,7.95634,19.4124
95.9819,10.2721,16.15,26.3327,12.3617
41.9622,70.0926,35.2013,14.4093,0.535267
25.5596,18.2575,24.1531,15.7592,6.35912
18.3142,71.8605,44.0722,14.0588,8.49743
33.089,48.022,22.6328,9.41837,-2.81112
96.2241,10.7943,31.4689,25.3372,12.001
54.0826,9.46446,9.0638,12.2517,17.0057
122.852,27.8054,9.25915,22.7765,16.903
140.411,55.1271,25.5285,40.2686,6.12095
72.2685,46.4112,22.997,22.8762,8.59453
28.9445,13.7005,28.5511,14.7355,21.7807
11.3643,59.6918,36.0886,11.5933,-1.98126
37.3083,91.0705,15.9512,21.338,1.54597
88.6844,45.7743,43.5364,23.7252,14.1149
93.8234,66.8013,20.7787,22.8825,15.1244
65.9069,43.7468,17.6399,21.57,2.78306
90.8704,10.3092,10.9852,15.9356,8.42893
142.428,15.3877,5.46286,34.671,12.1438
81.7542,72.4684,9.20177,14.536,13.5349
37.7262,15.5898,24.7592,18.2431,3.03604
30.9811,86.0378,19.2983,19.7061,6.83049
39.0844,29.4764,38.5298,12.2917,9.68376
96.6025,25.9703,15.7345,29.4039,18.7263
34.3923,54.0062,25.4594,19.9208,12.5017
141.123,18.3284,0.856157,18.6777,4.68266
79.8611,9.10037,7.59698,12.543,9.20663
53.5458,35.9237,22.0451,16.2508,26.9718
88.8134,5.55921,6.03144,25.3385,5.85406
88.1772,57.0247,14.622,16.2633,4.54299
116.192,47.8528,18.8221,38.0153,5.96033
21.6376,18.8312,28.9762,15.8124,6.6072
42.4864,39.1997,31.834,14.9384,3.73441
42.127,34.1105,27.5037,25.6839,11.435
69.3414,14.8728,21.772,16.087,22.2598
66.8785,12.7857,3.53512,7.2667,3.72607
43.068,49.8509,32.5641,20.7452,12.3151
37.1252,107.527,19.4204,18.9072,2.57088
37.003,41.9177,29.3669,24.7889,18.3305
70.835,43.9958,31.7766,8.73494,12.1192
83.5897,20.7953,2.35699,21.9874,18.5988
45.4853,7.75452,5.22737,2.51454,16.3812
80.7889,10.2241,4.60528,21.6601,24.4741
59.771,16.5795,31.8394,21.9229,10.9676
100.562,111.575,13.7373,28.28,1.06151
56.5963,74.1009,29.4488,25.9105,18.9039
36.8384,89.0877,33.1781,31.8757,3.9289
143.956,33.7295,0.798594,43.0013,14.2976
74.8603,140.188,24.9899,24.3164,-4.35563
97.3134,76.6084,25.7469,27.3244,20.5847
67.343,12.2105,14.649,20.7391,23.4098
114.575,4.80704,-0.805049,21.6467,38.4637
20.5097,19.5073,28.7707,6.29917,5.48454
26.9689,69.6977,53.7383,23.7361,10.2754
100.666,104.623,6.1666,32.3607,24.1614
60.526,51.0091,16.6497,21.7867,3.12946
75.9583,10.9102,6.63949,12.7095,27.0991
78.3681,3.51525,21.3676,16.4887,2.06578
57.9476,63.2373,8.06814,30.696,0.804837
76.9212,12.577,22.2495,16.6854,8.50119
75.0213,15.6071,16.3192,31.9022,17.1049
49.4299,19.3888,26.2147,17.1136,14.5071
32.0112,61.5786,12.6125,8.60524,-0.0487506
133.495,30.0846,-0.158021,30.8855,16.8892
26.5666,38.6452,29.8801,26.8955,9.80376
119.898,27.5642,9.28041,31.6902,19.909
-7.55466,24.6507,39.2417,3.83788,9.14412
23.1285,61.4929,29.8602,8.99922,9.20802
85.8121,15.5434,5.98155,30.8778,3.53661
56.6635,101.563,28.466,20.6966,7.64594
45.3442,42.8011,14.4687,19.5097,7.11083
42.7463,13.6186,9.81048,9.74988,2.22538
69.9038,24.6281,23.8878,16.8497,0.974187
132.239,50.0387,0.00424852,33.5089,26.5896
61.1491,66.0834,25.1061,9.6379,-3.6826
60.6581,11.0513,20.5331,19.9483,1.77625
52.043,20.4494,8.21145,23.5591,-2.13191
52.253,86.8099,20.4209,25.3744,10.8695
46.6511,21.8908,17.5694,16.0096,7.43337
55.182,29.0752,10.0292,19.6009,0.16947
65.8177,36.9014,21.1738,17.2221,25.1419
73.8337,32.4112,39.2566,21.3159,18.7472
55.7414,32.1069,35.6825,16.643,11.1076
72.6226,91.9545,5.57391,22.7337,6.00661
19.6821,16.7108,29.9865,16.1109,-2.62912
119.382,54.196,8.51858,30.5816,10.8332
29.1818,17.8925,4.91845,17.537,11.5141
50.1835,28.9625,46.1696,20.0337,10.8161
70.6518,43.0919,7.8528,16.6285,3.55935
26.224,20.7712,52.1488,25.5687,17.9459
24.447,27.8588,37.2105,8.52372,0.458356
49.8339,71.0482,12.5495,14.0106,2.18901
42.2972,47.5284,24.456,19.0129,10.6703
85.8737,18.2592,8.11284,32.4173,11.7213
103.413,45.9791,4.72118,25.8131,7.39499
61.206,22.8731,22.3234,28.8476,17.8493
45.4447,12.4365,13.6889,16.6837,1.81352
33.1025,19.5195,36.4223,7.68987,30.9402
39.0173,27.4332,18.6401,17.3784,7.34331
29.9204,45.2849,40.3199,11.0905,-1.68741
67.8075,64.2275,23.8031,26.467,11.2502
70.7336,10.2248,2.34295,17.2439,7.74461
113.976,19.6804,13.6481,23.3223,20.186
45.0816,28.7796,24.5109,26.2349,9.48569
111.374,22.2887,-3.20401,25.7877,20.4856
54.8969,25.3175,23.4552,22.7826,12.297
29.2935,6.94197,28.49,18.4544,3.16668
75.9436,66.1862,20.6915,35.096,17.7949
48.0769,6.00861,1.02521,10.3808,5.11911
39.0694,20.5833,7.75098,21.0594,6.68791
33.6372,42.3559,25.9144,8.85389,-0.445508
85.4932,34.1337,10.4416,17.8453,8.57226
54.7248,26.0703,26.6024,25.5814,8.11112
74.4053,21.6377,19.7911,23.354,0.71415
32.7737,65.631,25.054,27.1788,9.28233
46.3377,88.9852,16.2991,22.0835,13.1895
61.2659,26.519,22.2699,23.4322,0.834709
93.1761,20.2899,12.8942,25.0317,29.9522
18.4401,64.2189,22.6102,20.3181,10.442
18.0089,21.7434,18.4415,13.1787,24.5541
91.8545,14.6479,4.7032,17.973,18.7452
70.508,36.8785,36.4044,16.7277,6.48984
60.5269,41.5237,39.7296,30.4789,13.7426
92.0557,30.0519,22.5754,21.0716,10.868
54.7607,12.5122,21.9407,18.7022,0.0370834
92.9921,50.8873,24.3297,41.3201,5.8647
80.757,35.946,7.2509,18.7826,24.7797
105.549,29.599,12.2629,24.124,14.2175
81.0477,29.4334,1.28729,15.2819,6.10764
82.402,57.6501,5.56071,24.1557,7.14233
62.3933,42.7902,19.5861,17.9649,7.59633
20.2029,23.2861,17.252,8.92007,5.61829
82.807,61.3437,8.18546,23.2387,2.95997
45.2482,15.774,12.7173,9.5135,10.4179
102.395,22.4959,-0.283651,31.0535,4.4225
124.897,13.0275,11.0272,25.8827,10.1246
63.1536,50.7516,14.8154,19.2328,12.6275
70.4672,28.3072,7.63282,21.8484,6.27396
56.8533,119.965,37.1337,38.1105,3.49519
70.5354,13.4234,26.2958,7.49949,1.79921
57.8783,46.5324,6.94131,17.2573,1.50259
42.1316,38.73,18.9887,22.0584,3.51189
55.8224,67.2789,19.9217,22.922,6.53126
79.2447,27.8666,9.43795,32.3674,9.92822
45.9978,4.66067,17.6403,10.4121,1.51378
17.9194,7.70483,31.9994,16.1482,0.412956
51.7182,18.3107,20.364,15.0453,1.02537
69.7389,14.2368,3.97162,16.1641,3.02947
57.6036,92.9769,17.4303,21.6084,12.0446
49.2781,111.729,29.7063,22.6386,22.5673
54.9106,15.8777,14.9872,9.23828,5.07338
52.7258,36.4493,44.3531,25.0632,40.9732
136.652,17.7118,7.27822,15.6647,19.1966
39.4897,18.5009,29.1106,11.1735,12.185
65.6971,46.2326,15.9372,19.2172,7.263
71.367,10.0336,5.0408,13.5061,4.906
42.5831,77.6739,41.5921,27.7254,-1.92004
48.8068,32.841,15.7449,21.7304,7.71164
65.7448,9.42167,1.67503,28.0962,19.3654
71.6678,22.6473,23.3371,21.1257,6.23736
32.0467,18.0161,21.9534,9.18808,4.82048
65.927,14.4522,8.10603,23.1764,26.3266
43.4443,69.2247,11.7252,6.45595,5.47012
6.34117,29.8784,43.0801,4.11275,-3.9274
68.599,8.58752,14.6556,26.0079,5.67056
47.4662,8.17698,10.0211,21.7617,15.1985
88.6747,11.4897,4.22212,15.2916,12.1943
50.539,13.6382,13.4989,26.6895,19.8623
32.6522,9.91266,18.5362,21.857,6.42093
22.4559,108.42,33.4365,19.9504,-2.73057
92.6162,71.259,22.5935,38.5383,19.9055
40.8439,25.0285,16.8012,17.8122,15.0135
40.4253,48.9685,24.3463,26.7345,1.01422
43.001,32.8478,14.5803,11.0463,19.6797
65.8367,17.0022,4.45713,23.8362,12.4116
78.582,65.8529,14.2935,14.8549,4.55835
38.5998,14.8444,12.2188,12.8788,6.20619
85.729,58.687,4.60323,21.837,8.83466
97.8342,75.8224,3.38555,28.1008,21.2297
3.38318,28.152,36.6276,10.277,8.76569
47.7768,47.9737,17.4965,28.0082,2.07897
99.544,48.0987,9.88318,29.6382,12.7628
53.8099,45.4756,26.1553,19.7715,6.74872
92.9545,92.039,13.7916,33.4749,17.8059
128.881,37.1417,8.99294,38.2807,23.8905
3.40564,38.4007,60.6169,14.2126,0.199334
67.2754,27.8759,9.36143,20.2106,12.9926
88.5922,31.0406,7.08835,34.7059,9.28513
50.4628,19.6336,22.6702,18.9479,-0.705331
15.1102,89.6928,49.9556,21.8382,4.02884
46.574,93.8013,23.327,12.9199,-2.73458
50.6409,20.6505,25.8267,18.4985,1.80377
89.2045,31.1089,9.56606,25.9529,11.4891
60.2786,126.418,31.1822,27.2035,1.62535
125.902,16.7205,5.58494,30.8115,2.53902
36.1074,32.0732,22.1088,21.7235,-0.119451
61.8529,35.9047,56.6902,18.847,10.6384
36.874,13.9931,16.7218,25.2898,12.1339
138.597,6.56163,6.7838,11.4814,2.86348
22.8049,41.6381,25.1523,10.2124,0.0188153
41.1419,13.4729,8.19828,9.69402,2.38391
45.4778,17.2214,2.34237,18.0196,18.1714
126.332,29.5451,6.87767,13.5189,12.2147
73.2502,16.6749,21.3516,10.5472,9.52417
28.487,116.745,33.7632,17.562,8.48237
80.1211,10.8988,2.63377,15.8834,4.85344
42.9339,121.005,29.0486,12.5678,7.37897
82.9646,14.1876,11.0085,24.8162,1.94539
72.7195,31.3989,25.3262,16.8075,9.642
125.818,37.5041,5.34904,38.7013,11.8923
49.0259,22.7994,11.2546,18.638,6.55393
22.3638,50.178,36.8976,14.8089,5.24634
92.8168,45.9411,6.54918,26.9496,15.3662
119.388,18.1783,12.3845,26.0835,13.6241
48.7167,5.41594,10.0395,17.1357,7.50751
37.8731,42.8498,5.64633,16.4099,8.17562
45.4532,66.4027,16.7633,18.558,9.19855
100.656,9.58201,10.9624,21.9197,2.98153
4.46268,8.42929,38.6297,4.19828,7.58419
154.219,22.6075,4.43882,41.1906,7.42241
114.483,39.7744,14.4464,24.999,0.473892
118.912,40.4798,4.99554,21.6956,7.84538
57.5938,31.1235,22.7847,23.3965,8.26294
86.6375,37.5229,2.47501,18.0464,7.82181
98.2365,32.546,8.64658,29.7344,-0.360439
62.7411,29.8729,13.7061,20.1509,7.05046
88.2563,86.9181,29.7058,31.0517,18.6364
32.8506,29.2506,5.36161,18.7769,15.6816
36.8605,5.02687,20.7396,19.0347,26.5126
31.7216,34.619,27.2362,7.26556,6.62884
109.823,18.1908,-0.86538,37.4946,12.9612
39.2547,48.7384,9.5816,19.8715,2.12344
138.071,34.0036,6.42594,42.2014,25.9275
39.5442,46.2219,44.4442,14.1936,9.73518
62.3902,44.9543,15.3336,12.0905,7.01902
97.3049,21.3155,1.5178,43.8825,9.0597
56.3025,34.2732,15.068,18.0246,14.5091
48.6599,65.5967,11.3513,16.7995,5.41668
23.1566,53.1578,62.2832,19.1224,10.2784
23.5404,29.0858,30.4575,20.0817,16.923
25.014,22.0807,28.8278,15.694,2.70543
25.4109,33.6911,14.7524,11.3146,2.08098
70.9763,7.53231,17.4467,32.6288,34.3804
59.7145,5.03875,0.803277,12.3496,8.63403
102.08,14.2076,3.98029,18.9818,1.20533
119.714,101.824,6.35375,33.8023,16.2393
67.5585,16.85,6.7529,16.6332,24.1515
64.1559,39.1172,11.1971,37.0545,22.2326
56.5207,25.0342,26.7992,18.0822,4.51312
52.419,69.1113,15.3972,26.7516,4.195
79.0524,43.4715,5.30095,25.2427,9.10804
48.5154,28.0925,29.2245,20.5228,12.1643
28.7642,69.2609,47.6511,7.52588,14.2053
48.4648,35.8112,18.2232,14.4331,4.44573
52.8416,6.73159,13.57,17.2489,2.79611
80.231,12.4942,5.16493,27.0999,8.8831
7.86774,22.1043,23.3678,9.82781,5.3518
82.5331,44.93,10.5651,32.0402,16.1744
39.9675,85.8528,41.8308,17.1437,2.46882
7.04049,80.8262,77.7048,15.4895,0.420893
26.1854,79.368,26.7317,24.2371,12.9774
112.601,36.0334,3.57502,24.6178,5.15722
101.062,7.92971,12.3728,31.8811,18.4189
78.0436,10.3346,17.9166,32.9609,3.14253
34.2058,12.3223,9.65337,5.97841,2.12912
52.7983,19.2958,43.8567,17.4251,3.02522
53.0178,31.5989,9.25978,5.58601,1.06478
59.477,51.6342,10.9213,17.6073,0.667969
67.8398,41.1563,36.269,32.424,2.56436
100.15,32.8133,9.23143,21.9936,16.1169
69.2923,27.039,10.8146,21.5359,10.6054
78.8718,44.392,0.298628,16.331,4.05255
42.4364,63.8663,36.9967,29.2793,16.2288
36.7425,37.0101,43.7442,24.3045,26.0801
45.3887,24.0603,10.6226,14.8004,11.8191
26.8247,44.3058,24.2452,8.9774,7.1152
137.551,46.0375,8.59019,37.715,9.32293
61.7572,10.8912,18.3309,16.0561,1.81881
48.3645,39.9984,24.9554,19.2873,22.1255
53.3891,13.2631,29.2789,16.0477,8.38037
50.4644,67.2282,33.4694,16.3682,4.74564
19.9458,12.7632,35.8124,5.92326,12.9612
73.2532,52.6776,10.058,22.21,25.3956
46.8191,23.3274,31.5289,14.1419,22.5584
139.927,31.8217,5.65263,31.669,29.0594
54.9418,34.4908,23.1772,15.5983,9.13451
78.3735,23.9503,0.169056,27.6109,1.06959
26.7813,16.8775,11.992,8.35058,1.97044
114.975,26.978,10.8762,25.9895,30.7378
65.3975,25.4007,12.1922,24.6302,10.1121
60.0957,45.6182,15.7849,23.1667,-0.886017
20.7605,111.81,24.9368,23.1235,0.431552
38.2731,40.2172,14.5314,8.42582,2.84448
64.3743,27.1374,30.0598,20.5643,13.5655
67.8969,67.3999,8.8726,17.8515,12.3455
100.617,30.7186,12.2265,25.5461,11.362
42.403,76.4856,33.3649,21.3236,11.2243
37.3409,33.6312,43.6733,16.9685,5.44036
61.4496,38.5946,17.1309,19.4306,5.53146
74.9279,24.7353,6.9678,29.9027,3.62339
115.201,-0.417496,4.22098,15.1471,5.05935
37.5811,21.423,13.5202,8.86641,17.4435
48.6975,20.7885,17.1192,9.32847,12.4239
58.7412,71.198,16.4289,15.3981,1.92153
43.9964,26.1174,7.02252,21.8691,0.442327
53.9504,31.2898,60.0352,26.6265,10.5406
58.4791,40.0764,9.51066,19.4795,4.71233
93.3495,18.347,11.3405,27.1075,8.78216
37.4017,20.051,37.6145,12.7294,13.806
97.6274,50.4728,-0.478813,38.3083,10.063
8.12397,27.0513,43.69,5.47547,9.67001
36.9351,35.034,12.1719,12.8286,9.89143
33.8905,52.7446,43.4323,1.70362,7.01218
65.8879,11.4631,10.9032,12.8521,1.02326
7.24317,35.3603,37.7101,14.4816,3.9143
93.8474,6.75255,5.50939,18.1367,9.39105
26.1953,18.3906,53.455,10.1223,3.05593
25.9144,36.3173,21.803,16.4511,10.1889
43.7243,39.0907,27.3323,24.1769,4.57992
79.3088,23.4902,11.2335,13.2994,3.23403
43.9634,45.9204,28.7324,24.9036,8.28383
29.3925,38.9352,29.5076,24.2306,14.613
90.4402,60.1401,12.947,24.4831,22.462
21.358,20.1129,25.7443,7.04132,8.92248
50.6367,8.52977,21.6321,9.02111,8.22217
30.3454,34.2259,34.1178,12.6653,13.0956
108.6,36.2133,11.138,33.4392,28.4063
53.615,58.8461,18.6002,30.8239,25.8052
29.2735,7.14129,21.592,7.47782,-0.788718
95.5584,44.8638,10.4108,40.8673,12.1037
69.2939,14.4794,19.5429,12.8386,4.70628
25.2074,8.75435,51.5335,10.3911,1.74376
47.2714,47.0078,24.941,19.9298,1.27083
66.8092,95.0057,36.6163,35.7798,20.9162
66.0044,22.3224,5.81039,11.7057,15.9785
17.9358,123.592,35.2907,21.3346,21.0817
14.7345,34.784,43.7236,9.5989,10.0556
30.442,38.0414,55.9948,18.5965,5.41361
67.9736,13.5204,3.79193,18.7201,3.13931
63.4004,70.2808,1.69009,20.0222,7.73779
34.6079,30.7242,7.15932,21.5319,0.0210652
102.238,18.9161,6.78927,26.0792,5.60647
40.8868,25.3706,5.43577,9.26326,5.42073
42.7669,9.82275,25.1047,15.9464,3.18004
47.8303,26.3003,8.82005,29.9029,2.45291
97.1601,12.9138,3.26896,26.7562,21.8084
59.1974,78.0424,7.51325,31.788,15.6802
75.4517,47.8317,36.6842,31.296,18.6776
53.1669,46.9498,11.4984,14.7421,23.6535
47.8433,44.7749,32.0389,14.3575,4.34655
66.3781,38.6915,11.44,10.8658,4.98455
28.5378,37.0193,36.4253,15.3404,4.21913
87.9516,32.7693,11.4056,31.9709,5.76761
84.3137,28.5336,6.45627,18.9163,6.03635
61.7076,78.4799,13.9505,10.6445,19.669
68.956,13.5192,8.86378,20.8614,9.34045
64.996,16.1513,13.374,12.8823,2.85688
25.1801,37.0332,38.3966,1.80003,5.64946
39.6216,10.6586,23.9893,9.65742,2.19171
101.149,9.10668,8.55646,25.7876,17.9643
39.3762,3.16471,19.0492,17.5458,0.433945
80.7172,11.7567,18.675,35.2624,25.1044
23.3704,41.9284,33.671,31.966,6.62172
44.3863,10.5909,16.9094,20.8407,7.36635
82.4646,2.90469,9.72452,18.8956,-0.555239
108.268,11.3028,2.45669,10.2383,6.81764
37.0742,68.1095,32.3596,25.6887,8.67033
52.6489,17.2029,4.52356,23.563,7.12041
117.168,23.8905,12.4366,21.7839,4.00414
76.5555,40.126,20.2513,18.5651,2.08194
34.5591,122.525,20.048,20.8092,8.7419
112.055,21.0541,2.52724,30.1164,15.6922
24.4584,63.9328,35.2893,16.5891,13.5335
60.4879,33.2452,5.08803,17.7311,20.5573
50.9242,42.974,22.1147,18.2698,0.669168
107.988,3.77357,3.86331,21.4402,7.25555
79.9718,78.3079,28.4914,15.7706,6.9116
48.4615,38.6179,8.74379,23.621,-1.96238
51.041,25.7653,14.4093,25.6311,2.13147
83.2977,40.9263,12.1805,24.0827,14.7157
110.174,66.3904,6.51006,27.8346,4.99452
93.8447,62.8459,5.28141,22.762,18.9462
62.3127,44.0004,11.8303,12.5316,11.6146
81.9393,54.2425,19.638,20.9885,4.25566
39.1073,5.19408,20.6187,25.2289,12.1705
37.3469,49.1965,39.0167,15.4191,5.16862
81.6828,10.4238,9.14765,28.4347,20.0753
87.9103,36.4852,5.62343,35.59,34.7044
122.591,25.1206,31.9689,36.2797,8.65409
68.2762,16.9552,4.24823,9.57677,5.42046
54.7712,49.2172,21.3439,21.8278,4.71665
49.1577,30.5648,13.4783,15.8814,4.13759
13.2872,38.0208,75.6952,25.5754,4.71309
80.2338,10.2623,22.5957,22.1269,13.6572
25.7664,10.7301,56.4166,7.83013,0.999491
79.8309,19.0546,22.2114,26.3956,15.8766
44.7924,77.682,45.4488,21.6223,-0.858147
53.7756,4.09125,12.4324,13.6014,7.51305
35.8639,42.3095,18.5495,13.2537,0.563865
89.4619,12.7951,4.13569,23.7539,4.88187
54.7147,71.5106,27.382,20.8814,1.43824
61.0305,3.74735,12.7418,20.5725,5.00891
119.849,39.2843,1.77996,17.45,25.1544
63.5747,17.7282,6.18723,25.6028,3.91828
79.7094,22.4186,9.7912,20.9447,2.00968
25.3163,42.3037,5.25837,19.803,9.05712
25.4537,50.3975,34.4261,14.9305,10.3773
40.8652,32.5413,21.0507,24.0849,8.81943
67.8482,54.2134,4.81324,30.8094,5.49642
91.6352,29.2007,17.6894,24.9021,9.19959
19.508,60.1232,27.232,11.2936,9.96222
65.5132,23.3203,22.508,33.5997,9.93281
6.47191,43.1743,36.8112,5.57398,19.5385
124.156,31.1143,6.82999,42.9382,27.7858
50.5203,44.3315,10.951,15.7291,17.1006
90.233,49.1369,28.7434,11.7583,17.539
35.9066,14.8159,25.0447,21.733,-0.35003
33.6529,24.0835,26.9555,10.5144,8.58687
67.1682,18.0229,24.7362,20.6969,4.27299
45.0848,16.1465,23.6148,29.1681,6.48071
60.8897,11.1137,13.1247,10.1565,5.50226
36.5561,127.563,29.0238,35.9316,17.196
75.6386,29.6191,8.47526,35.4741,11.7768
37.1429,12.3033,6.10703,9.76101,5.10988
63.1993,21.209,7.81219,6.33715,14.8861
117.356,13.1935,4.1575,18.512,18.3472
92.2025,11.1244,15.3692,27.9296,27.8325
117.301,32.9227,11.09,31.6923,6.59685
137.056,3.41698,0.777442,24.973,22.7832
67.6259,48.9738,-0.172512,21.564,14.188
26.0666,69.172,28.6007,13.9654,6.44066
15.675,47.6152,38.1411,15.5534,-3.95146
74.5329,28.3854,11.4203,18.0812,18.409
62.1145,24.1679,11.2696,10.7965,0.100237
33.0703,53.579,4.23291,15.4169,1.28016
34.297,18.9114,23.2226,12.8775,0.661881
47.8182,4.71142,12.9945,12.264,7.5608
55.4282,43.4201,18.8434,21.4771,23.3662
89.3266,28.4986,4.11306,17.2103,1.64942
81.2272,15.0066,14.4442,18.9614,27.4372
73.1562,23.2265,11.7545,16.7015,4.90424
120.528,72.6618,15.8812,20.9013,6.96363
78.5107,13.859,-3.20074,18.8892,11.8638
134.602,38.3161,4.74864,21.0782,10.4001
119.51,25.9644,-2.93814,28.4742,13.7674
65.3022,16.6787,4.64109,20.3688,5.77136
105.486,61.5623,14.3858,42.0351,21.3805
94.3349,58.4298,16.3345,32.9375,5.84736
23.6525,13.4521,11.899,9.91015,4.42397
83.23,69.2578,6.86864,23.8306,25.0465
77.8428,25.8343,11.7949,26.1626,10.4509
22.3453,6.96229,24.6147,3.25823,1.7238
83.5729,40.9451,10.1147,22.3512,4.79003
79.0945,46.0625,32.5802,37.4713,24.5194
128.936,43.2805,20.2534,39.7505,3.7203
58.5439,10.8961,10.7308,20.4064,11.1118
39.6804,49.259,12.9085,24.8046,7.44584
51.2842,16.2289,23.4872,26.7297,8.78389
116.939,15.1491,12.1972,12.2658,11.8794
68.963,19.1921,9.33097,8.66691,4.83865
31.6873,60.441,42.5054,9.18529,-1.71134
53.1671,20.5184,22.8227,22.5542,5.24418
81.3331,26.3064,13.0009,20.1499,14.3601
111.688,27.7442,4.26335,24.6383,33.4638
120.45,22.6034,2.35703,31.8976,14.4887
57.9934,22.4703,40.2798,17.6366,0.566654
59.1086,25.1643,7.13074,18.6725,18.9714
90.0953,27.5693,13.4341,30.8334,-0.576603
45.7567,4.63206,23.645,9.9255,14.2648
19.7028,15.1595,10.7108,3.54946,-1.40617
36.6888,60.7424,26.0039,29.1899,-0.700595
74.1585,26.0401,11.8386,24.7214,1.65007
69.2256,14.522,3.8688,20.9873,1.06506
96.7527,12.0465,10.3776,24.6524,16.0246
52.1155,11.1,14.2711,18.7164,-0.240661
93.9656,14.9995,16.9072,32.2768,22.737
125.767,9.7889,11.1217,38.8628,1.65446
51.1961,12.2477,24.8766,10.4091,10.2288
32.6799,56.4978,13.1409,26.1985,19.2645
25.4501,20.0157,9.28348,5.02499,3.00067
68.6968,34.7567,14.4141,22.4284,37.4499
154.579,10.4283,6.01772,19.3751,8.85455
67.2094,58.1017,13.8711,20.9032,7.37599
148.612,28.2169,0.183202,21.7705,8.65042
57.8822,4.54281,2.2778,10.36,5.41412
66.5091,47.7241,20.4731,25.1321,8.29137
42.1626,58.1455,15.4089,20.8604,8.88442
49.8218,11.4943,24.1654,27.1799,24.1622
81.3763,7.53049,6.57621,19.7176,12.0184
29.8759,26.944,36.5416,14.36,3.72197
84.6901,2.0842,-0.347228,21.6902,6.74805
30.8082,62.9741,45.2262,14.3487,11.1677
78.8213,35.8974,4.76409,27.1371,2.22267
90.6517,8.67386,7.89654,31.3538,3.01715
