ALJARAFE-O3-AT_IN,ALJARAFE-PM10-AT_IN,ALJARAFE-NO2-AT_IN,ALJARAFE-TMP Media-AT_IN,ALJARAFE-VV-AT_IN
70.6667,11.5,6.6667,18.2267,5.995
73,6.3333,6.5,16.4117,11.305
81.3333,9.3333,5.6667,16.8217,11.45
73,17.5,6.5,17.3833,13.2217
79.1667,11.5,5.8333,21.1983,21.2733
77.3333,6.8333,5.8333,14.8983,9.86166
68,19.6667,7,14.6567,6.45167
49.8333,18,9.1667,12.1233,6.65167
37.6667,12,11.5,11.8167,4.10999
32.1667,11,17,12.6133,6.05166
47.3333,17.6667,10.8333,12.105,4.65166
44.6667,11.3333,10,12.0683,4.78333
33.5,15.5,15.1667,12.0133,5.05834
22.3333,13.8333,27,12.225,3.72666
20.1667,29.5,24.6667,13.5467,7.96834
19,34.8333,27.1667,16.2117,7.11
30.6667,31.1667,16.1667,20.0283,8.56834
16.5,28.3333,23.5,12.8917,3.27
43.5,11,13.1667,10.6567,4.99666
30.8333,12.1667,19.6667,12.4317,5.97667
30.6667,9.6667,17.8333,12.1017,3.92832
45.5,5,14.6667,14.37,6.41834
62.5,5,12.5,16.1167,12.5183
80.5,5,7.6667,22.1317,15.4667
84.1667,5.1667,6.8333,18.57,23.3117
86,8.5,5.6667,17.7867,8.35167
86.8333,5.3333,5.6667,25.075,19.6117
80,16.3333,7.3333,14.5167,15.7667
75.1667,14.5,9,16.1683,13.1433
71.1667,5.3333,9.1667,19.295,14.21
62.6667,12,11.8333,19.0617,8.76666
59.1667,6.1667,13.6667,14.9967,6.19834
51.3333,9.8333,13.6667,9.03066,7.46866
41.6667,22.1667,13.6667,45.333,5.66333
40.5,16.5,12.3333,9.61334,3.51668
34.6667,9.6667,15.3333,11.465,4.41667
41.3333,17.8333,10,11.9367,4.40333
34.3333,16.3333,11.5,9.75833,3.25167
41.5,23,10.8333,12.4883,3.73332
28.8333,22.1667,12.6667,12.7117,3.48666
15.3333,17.5,25.3333,11.5033,2.38833
9.3333,19.5,27.6667,10.3,2.25999
14.3333,17,26.3333,9.56,6.33167
22.6667,13.8333,29.3333,10.7317,5.45833
32.1667,16.5,25.3333,10.6767,5.92167
53.2,27.6667,11.8333,16.075,5.51334
73.6183,6,6.3333,17.0817,9.65999
69.2967,14.6667,6.1667,14.5417,12.8967
83,5,5.5,20.805,10.0667
85,9.5,5.3333,17.6817,10.915
84.3333,7.1667,5.6667,17.2033,10.3717
81.8333,7.1667,5.6667,14.7767,6.975
77.3333,9.6667,6.1667,15.9367,10.3033
76,11.3333,7,16.2733,11.3283
73.6667,13.3333,7,13.8167,12.935
58.5,16.1667,9.3333,15.5067,5.695
60.8333,14.6667,10,15.3817,65.5
73.6667,5.6667,7.8333,16.2367,7.075
75.6667,10.5,7.5,16.135,8.70666
75.5,14.8333,6.6667,16.1983,8.42167
72.8333,15.6667,6.8333,15.295,9.88502
69,19.1667,6.3333,16.2317,8.38334
57.3333,17.8333,5.1667,13.7167,12.7583
57.5,14.3333,5.1667,15.91,6.77501
51.6667,15.6667,6.6667,15.3283,5.91668
40,15,8.5,11.03,3.525
32.8333,11.6667,9.8333,13.1817,3.12
34.3333,12.3333,12.1667,13.4233,6.19833
33.3333,9.6667,19.6667,12.7667,6.27334
33.6667,13.6667,30.3333,14.005,6.045
49.6667,21.6667,14.1667,15.4067,5.79666
63,13.1667,10.6667,17.5433,12.34
76.5,7.6667,8.6667,17.3217,9.272
83.6667,13,7,19.3383,13.285
90.6667,5.6667,6.8333,23.0017,17.5567
88.1667,11.5,8,26.2517,12.525
82.1667,13.1667,9.3333,16.57,9.04267
72.8333,10.6667,12,18.8533,10.835
66.3333,16.8333,18.1667,19.4617,8.41667
61,10.5,20.6667,18.9783,8.41
52,20.3333,23.5,15.8067,6.29333
33,19.1667,26.5,12.5533,4.86333
29.5,20.3333,24.1667,11.4767,6.09
20.1667,17.6667,22.5,11.91,3.545
23.8333,17.3333,12.6667,45.333,3.03
46.8333,13.3333,7.6667,10.6667,4.01665
44.6667,7.8333,8.5,10.4817,2.83833
49.6667,5.8333,7.6667,12.8083,5.84833
47.6667,5.1667,9.5,15.1283,9.185
48.3333,10.8333,11,10.8667,6.58
24.3333,5.6667,34.5,16.43,6.55167
46.8333,6.5,22.5,14.56,10.0983
59,5.5,12,14.3717,6.41668
67.8333,6.5,9,15.6367,12.9367
78,5.3333,7.1667,17.895,16.6133
84.5,6.3333,6.1667,18.4917,14.6883
86.6667,5.5,5.5,17.8617,9.14168
88.5,6.8333,6.3333,27.63,16.28
89.3333,6.3333,6,25.7533,14.4517
92,9.1667,6.1667,25.9333,13.44
90.1667,7.6667,8.8333,25.9767,13.68
85.8333,8,11.6667,21.28,10.64
74.6667,14.5,20.8333,26.02,8.98001
64,8.3333,29.1667,24.8,8.13167
57.5,10.5,30.6667,22.91,11.8467
63.5,9.1667,19.3333,17.395,6.04166
70.8333,7.8333,10.6667,12.44,10.4583
72,7,7,17.7717,13.1117
73.3333,7,4.3333,18.3883,6.08333
75.1667,9,4.8333,16.7183,6.85333
70,13.3333,6,17.4167,10.64
62.8333,20.1667,7.3333,15.0933,11.7017
51.5,17.1667,8.6667,45.333,8.90666
49.8333,16.6667,15,12.1217,6.86001
45.5,12.5,25.1667,19.8483,8.80334
48.6667,19.6667,22.6667,19.8183,12.42
56.6667,9.1667,16.6667,20.095,11.4
63,14.1667,10.3333,16.9033,5.32001
66.8333,11.1667,9.5,15.34,10.8667
73.3333,11.6667,7.3333,16.1117,10.735
78.6667,11.5,7.1667,17.2033,20.0567
81.1667,8,6,14.9367,9.25999
80.5,13.6667,6.6667,17.5383,10.325
79.8333,9,6.3333,17.51,10.535
75.3333,10.5,7,15.5017,7.21833
65.3333,12.3333,11.6667,19.33,11.43
59.5,21.8333,12.1667,15.7717,65.5
49.6667,19.1667,17,16.4533,8.32
54.3333,9,13.6667,14.1467,65.5
56.3333,7.3333,10.3333,13.3467,7.24333
54,12.6667,8.5,10.805,7.09167
51.8333,5.3333,7,16.3,6.03667
48.8333,10.5,5.8333,18.945,4.74167
46.5,7,5.5,15.845,3.42999
39.5,10.6667,5.3333,45.333,3.44833
42,7.6667,5.5,14.9767,3.28
39.3333,7.8333,8.5,13.615,2.46334
28,10.6667,13.3333,10.3333,3.54334
0.5,12.3333,31.6667,6.90499,1.85167
54.2783,28.02,19.2067,17.0733,8.96167
54.2783,28.02,19.2067,17.0733,8.96167
54.2783,28.02,19.2067,17.0733,8.96167
49.1667,13.5,14.6667,15.8617,9.03835
62.6667,9.3333,11.5,14.3867,5.78833
69.1667,10.5,10.8333,16.4133,9.55667
77.1667,11.1667,8.8333,19.9617,14.0917
76.6667,8.1667,6.8333,16.3083,12.2267
76.5,5.8333,5.3333,16.0933,8.44499
72.1667,6.8333,5.6667,14.4517,6.53967
66.6667,13.5,8.3333,14.7017,8.405
48,22.8333,18.6667,15.2583,8.89667
46.5,33.6667,17.1667,19.2533,7.73666
44.8333,16.5,11,10.9933,4.20667
41.6667,12.1667,11.3333,10.5517,4.675
31.1667,11.5,11.3333,12.2917,3.59333
26.5,13.1667,10.6667,12.77,2.62
25.3333,14,9,15.09,2.87833
19.6667,14.3333,13.5,9.97333,2.63
17.1667,15.1667,13.6667,11.5533,3.12499
16.3333,16.5,18.3333,9.66666,3.74833
24.8333,14,15.5,11.2133,3.72999
20.1667,13.1667,13.3333,11.0567,2.70833
0,13.3333,26,6.76666,1.66
12.5,44.6667,27.6667,13.09,6.87835
24.3333,31.5,20.8333,17.1383,7.82001
34.3333,7,19.8333,12.0467,3.48
52.1667,11.5,15,14.47,9.47165
63.6667,5.5,13,18.6,10.705
74.8333,5.5,12.3333,17.6433,14.365
82.1667,5,14.1667,20.9783,14.705
90.3333,7.5,10,20.7417,8.23666
92.3333,12.5,5,18.635,7.03168
90.3333,12.1667,5.6667,21.05,11.32
84.6667,11.5,9.5,19.55,13.2283
64.8333,38.5,16,19.9417,6.582
54.3333,35.5,19.5,17.5467,6.30001
24.1667,18.5,54.6667,13.27,5.61333
34.8333,18,42.6667,12.355,5.54
48.5,13.1667,24.1667,18.9467,9.00167
56.8333,16.8333,14.1667,15.97,9.09834
39.4,23.4,16.6,12.75,6.66501
54.2783,28.02,19.2067,17.0733,8.96167
21.8333,21.3333,24.5,10.8583,5.15
26.1667,18.6667,24.5,10.1417,6.07999
54,9.1667,9.8333,12.485,5.24499
37,17.5,11.3333,9.73,3.97167
32,13.5,15.8333,13.365,4.46165
34.3333,11.6667,17.6667,10.1367,3.87167
39.5,5,14.3333,18.5717,7.82999
40.8333,6.5,14.3333,10.5867,6.07667
59.5,9.5,13,14.8883,5.00333
75.5,13.3333,9.3333,18.7533,6.70333
83.3333,8.1667,7.3333,19.61,23.4317
87,9.8333,5.1667,18.9717,11.6917
87.5,7,4.1667,20.6383,5.26166
90.3333,7.6667,3.8333,19.5333,9.76333
89.6667,5.1667,3.8333,19.9467,7.85332
90,7.8333,4,27.8033,6.49834
80.8333,13.5,7.6667,18.1867,12.2
76.8333,15.5,12,18.6537,8.92833
72.6667,11.8333,15,17.54,11.45
74.8333,8.3333,11.1667,15.7433,13.3017
62.3333,12.3333,14.8333,18.9583,14.9683
60.1667,13.5,13,11.0333,10.24
63.3333,12.3333,9.1667,14.94,6.26834
63.3333,8.5,7.5,15.155,6.04666
59.5,12.6667,8.1667,18.325,14.5333
58.6667,6.8333,7.8333,11.855,12.1867
28.3333,18.6667,22.1667,11.255,5.46499
17.5,13.1667,33.6667,13.8933,2.80668
13.8333,18.6667,42.8333,12.6783,7.03834
2.8333,26.3333,53,9.97833,7.63
18.8333,19.1667,46.6667,13.5483,6.67167
28.3333,20,45.5,12.0467,5.39666
62.3333,15.1667,19.8333,21.83,8.81
70.3333,17.5,20.3333,20.5317,10.645
82.3333,21,19.3333,21.5533,7.35833
94.8333,18.5,16.8333,23.5017,18.8117
105.667,16.1667,11.5,30.6383,11.2
109.5,15.6667,10.1667,27.465,9.60666
107.5,15.5,10.1667,28.005,8.315
101.833,11.5,10.6667,25.805,12.03
94.8333,19.1667,12.6667,26.4667,5.00667
86.1667,34.6667,17.3333,26.0667,10.6583
73,27.3333,16.6667,22.32,11.2333
55.6667,27,12,15.3117,6.65832
51.6667,30,8,15.8533,2.96001
51,11.5,9.5,10.835,4.33832
38.5,17.6667,10.5,11.7617,3.96167
40.3333,21.6667,9.5,12.9883,4.045
42.3333,15.1667,10.6667,11.8333,5.805
43.1667,20.5,10.6667,10.36,4.23333
39.1667,21.5,10.8333,13.4567,3.74
27.8333,23.6667,13.6667,12.1467,2.335
15.3333,19.5,31,10.7317,4.165
3.1667,34.8333,47.8333,14.645,7.55501
18,18.5,40.1667,13.1983,6.11
28.8333,18.1667,36.8333,13.4933,6.70534
47.5,22.1667,27.8333,17.4267,8.98333
71,14,19.6667,20.94,10.7983
89.3333,11.1667,17.5,26.0883,10.7683
104.167,20.5,17.8333,27.9383,8.32833
115,22.3333,14.5,30.53,10.2767
124.5,17.1667,11.8333,31.3266,65.5
126.667,20.3333,8.8333,32.4533,7.93931
120.833,20.6667,8,30.0333,6.767
106.667,28.6667,9,26.49,10.3367
89,43.1667,14,24.3667,11.1133
78.3333,43.6667,13,24.4367,11.4983
53.6667,43.5,14.1667,19.1283,7.17667
42.8333,36.3333,17.8333,19.335,8.28667
52.3333,22,13.6667,17.706,6.28667
49.8333,23.6667,13.8333,14.5717,7.23667
42.5,28.8333,25.1667,16.1683,6.16666
40.6667,15.3333,31.5,13.4083,7.46667
51.3333,25.3333,19.6667,15.5933,9.37667
59.6667,18,11.8333,15.0883,7.63833
54.6667,14.5,15.1667,16.7367,8.62
30.5,23,34.8333,15.0267,5.45333
34.8333,22.8333,34.8333,13.83,6.36834
52,9.5,26.1667,17.1867,6.87333
49.3333,26,28.3333,17.61,9.36167
68,38.5033,19.1667,21.86,12.67
78.6667,33.2033,15.5,23.685,11.1617
93.5,36.9017,15.1667,30.33,16.0917
106.167,23.6667,16.1667,29.085,11.125
115.5,15.6667,11.6667,27.7117,10.475
114.333,14.5,6.8333,28.2817,9.61
116.833,13.1667,6.1667,29.5733,8.38166
119.333,12.8333,7.6667,30.0117,6.27
116.167,14.6667,10.1667,29.5333,65.5
98.5,26.3333,12,29.0217,12.49
88.6667,35.6667,11.1667,27,10.7217
98,21.5,9.5,23.03,10.445
94.5,25.8333,12.6667,24.045,7.75501
99.6667,12.8333,14.5,25.5583,12.95
102.5,20.3333,13.6667,28.0413,6.34501
86.1667,36.6667,17.3333,25.7733,14.8517
61.3333,46.5,23.3333,23.3017,11.6167
49.8333,26.8333,18,17.35,10.6333
41.5,31.5,16.3333,19.7067,6.62332
44.8333,19.3333,14.3333,13.0933,6.06667
48.1667,18.3333,15.6667,13.3017,6.34501
54.8333,14.1667,15.3333,15.8167,8.79767
54.8333,9.5,15.8333,15.385,7.77434
62.8333,6.1667,16.5,17.7333,8.67833
74.3333,9,13.8333,18.9887,9.98501
84.8333,15.5,12,24.4133,7.85665
103.5,9.6667,9,26.53,7.62166
114.5,13.3333,7,28.255,7.09499
119,14.8333,8,29.878,7.085
125.333,16.3333,6.1667,32.785,5.37333
122.5,18,5.6667,33.875,5.96533
122.833,13.6667,4.8333,32.7533,6.64833
118.833,20.1667,6.1667,30.555,9.205
101.833,30.3333,12.6667,27.8933,8.63334
92,33.6667,7.6667,25.5517,15.07
82.3333,29.8333,9.8333,21.705,13.3617
76.5,25.8333,12.6667,18.8317,5.84
63.8333,36.1667,14.1667,18.7567,7.815
51,35.1667,12.6667,16.6417,11.0417
46.1667,36.5,11.8333,18.97,4.76333
46.3333,36.8333,10.1667,17.1583,3.2325
36.8,30.1667,11.8333,16.21,4.21667
62.4033,29.6667,12.6667,18.7683,7.42333
62.76,36.1667,17.5,19.7117,6.25167
19,24.6667,19,11.5517,3.93334
39.1667,23,15,13.72,5.08334
47.8333,13.8333,13,15.4867,9.23666
46.6667,8.5,15.3333,12.5017,8.17166
55.1667,18,16.8333,15.88,12.2783
69.5,28,14.3333,20.51,9.43167
88.5,20.1667,9.6667,23.7333,12.3967
100.167,23.6667,7.8333,26.2583,4.85999
112.333,27.1667,7,29.16,9.91168
109.833,32,5.3333,33.6233,5.49
107.5,27.8333,5,30.0033,8.725
106.667,29.6667,4.1667,29.9283,6.38832
97.6667,30,4.6667,26.544,17.9
83.8333,40.8333,8.6667,27.5067,16.2933
79.5,31.1667,9.8333,22.3283,10.7467
75.1667,37,12.8333,25.0983,15.39
72.8333,38,14.6667,23.8487,16.47
76.5,18.1667,12.3333,17.5117,7.66667
51,37.5,12.8333,18.2617,5.67166
31.6667,41.3333,9.8333,17.8733,1.78
28.5,34.6667,8.6667,17.6167,2.29667
31.1667,34,8.8333,16.2783,2.65167
39,31.1667,8.6667,17.3617,2.80667
35,29.5,8.6667,16.0067,2.55665
38.3333,32.5,9.3333,18.895,3.21332
30,27.6667,10.1667,12.9133,3.48
34.1667,38.3333,15.1667,20.3633,7.59834
39.1667,12.8333,19.1667,10.8,7.575
63.5,25.5,17.6667,17.1533,6.00667
72.6667,22,22,22.5533,9.80168
87.6667,26.6667,21.1667,25.6517,10.69
106.667,24.3333,15.6667,29.2767,10.28
117.167,26.1667,8.6667,30.675,9.23001
118.333,23.8333,8.3333,34.6683,13.8033
120.167,31.3333,10.1667,30.105,9.14167
117.167,19.5,10.8333,30.745,13.125
112.167,36,16,30.0733,14.1633
103,42.6667,16.3333,29.7333,14.1533
75.6667,46.3333,18.1667,25.1117,10.3317
93.1667,40.6667,5.6667,24.5983,15.5667
89.5,27.1667,6.1667,22.035,7.46001
84.5,38.5,8,27.24,13.705
76,36.5,14.5,26.925,16.8217
57.1667,32.5,17,18.2933,8.77834
58.3333,34.6667,6.6667,20.3817,5.61499
69.6667,35.3333,5.3333,21.1917,10.2783
68.8333,25,5,15.4917,9.51501
72,35.8333,5,20.695,12.3567
66.5,38.3333,8,22.705,10.2767
58.8333,33.6667,10.3333,15.9817,8.33833
69.6667,13.8333,7.6667,15.585,10.4783
77.1667,5.5,5.3333,16.13,6.91333
82,14.6667,5,18.4567,6.27666
86,17,5,19.08,10.7067
87.3333,19.5,4.8333,20.9283,9.92667
90.3333,21.5,4.5,28.285,8.19833
91.8333,24.8333,4.3333,45.333,14.3333
94,17,3.6667,25.4533,6.47166
92.3333,22.5,4,26.155,5.34334
88.8333,45.8333,5.3333,21.9133,8.26
92,9.8333,4.8333,21.8067,5.44167
87,32.8333,6,23.86,13.6867
85.1667,32.1667,6.5,25.8833,19.6467
81,30.5,7,20.97,22.1867
70.3333,40.8333,6.6667,21.9233,13.6183
70.3333,34.3333,6.1667,21.2483,12.5933
58.3333,28.3333,6,18.0317,4.72166
60.1667,39.5,6,20.3867,3.88167
53,33.8333,6,17.5533,3.07167
51.6667,26,6.1667,17.525,3.15335
49,36.6667,6.8333,19.2183,3.59666
40.1667,35.1667,7.6667,18.18,2.5
30.1667,26.6667,15.8333,15.1383,7.08501
54.3333,17,13.6667,9.22833,5.81333
44.5,12.5,20.8333,13.1833,5.47667
27.6667,19,33.5,8.84333,5.78
40.3333,5,29.3333,18.89,6.89166
64.3333,11,16.3333,14.6517,8.49834
80.5,5,9.6667,25.6267,8.07332
92.1667,5,5.8333,19.7683,9.97499
94.3333,9,4.6667,23.7683,6.41668
92.1667,15.1667,4.5,21.67,7.77999
88.8333,18.3333,4.8333,22.4433,65.5
87.1667,19.3333,6.6667,17.1117,7.89833
74,22.3333,13.8333,21.0717,10.4233
74.5,27.1667,7.6667,45.333,10.425
64.5,26.5,8.5,18.4533,12.1017
53.1667,26.3333,12.3333,16.6283,9.34166
54.6667,18.8333,11.1667,16.7417,8.75833
61.5,27.3333,7.5,18.7667,7.23167
62.5,26.6667,7,18.9233,3.88666
64,23,7.5,20.5317,17.2883
51.1667,25,8.6667,16.6983,7.3
48.8333,21.3333,9.8333,13.3317,4.245
50.6667,20.8333,11.8333,17.5183,6.90999
45.1667,22.6667,18.6667,14.5107,6.70667
28.3333,29,29.1667,19.0083,6.18833
14.6667,24.5,50.3333,12.9467,6.22667
40.5,13.8333,39.3333,14.1167,15.0883
69.6667,21.3333,16.6667,19.835,10.6483
83.5,22.1667,7.5,19.225,10.7633
85.3333,18.1667,6.8333,17.92,5.48166
93.8333,17.5,6,20.1617,10.835
97.3333,18.5,5.8333,22.71,8.97666
96.5,24.5,5.3333,21.1467,8.105
96.6667,17.1667,5,24.3067,16.8617
96.8333,27.1667,5.1667,23.145,9.97168
98,16.1667,5.1667,23.455,19.275
93.3333,30,6.3333,23.1083,9.58667
93.1667,32.8333,6.1667,25.9683,11.3433
83.8333,32.8333,9.3333,23.0833,10.1873
86.5,22.3333,7.5,19.8083,8.83833
81.6667,24.5,10.5,18.6067,9.53001
85.3333,29,7.1667,20.63,13.5267
86.3333,28,5.6667,23.0453,9.43167
86,31.1667,7.1667,22.6563,10.9233
85.3333,26.8333,8.1667,20.575,11.8233
84.6667,27.5,6.1667,21.23,15.8683
84.5,26,10.3333,21.2917,5.265
82.5,24.5,12.8333,24.5283,11.4017
67.6667,28.8333,23.5,20.1633,8.12834
61.3333,31.6667,28,19.5533,7.975
59.5,29.8333,25.6667,18.6233,10.6683
71.1667,21.5,17.5,21.2567,8.52333
78.3333,30.3333,13,22.9083,9.48832
80.5,30,10.6667,22.3567,10.4983
73.5,30.3333,13.1667,20.8383,8.51833
56.5,40.5,23.1667,22.415,9.26166
64.8333,16.3333,21.5,16.6333,7.49666
80,5.1667,13.6667,25.355,11.5117
85.6667,19.3333,11.3333,19.2617,10.005
87.1667,33.1667,10.6667,26.0783,11.8783
82.5,42,14,25.4067,12.4233
78.6667,39.3333,10.3333,21.0333,16.5983
71.8333,44.6667,10,24.4367,10.856
72,50.6667,8.5,24.7267,13.9667
74.6667,52.5,6.6667,20.5367,5.63667
70.5,67.6667,7,20.3117,7.23999
64.5,55.1667,6.8333,22.2667,6.085
66.5,57,5.6667,19.6867,3.77833
55.3333,53.8333,10.8333,23.0283,7.17668
56.8333,55.1667,8.6667,23.66,9
66.1667,49,6.6667,19.9217,4.26834
50.8333,44.3333,17.3333,21.2683,9.429
36.1667,55.8333,22.3333,17.1917,6.20999
28.3333,37.8333,38,17.5283,8.05667
47.6667,23,32.5,14.8084,6.265
54.2783,28.02,19.2067,17.0733,8.96167
54.2783,28.02,19.2067,17.0733,8.96167
54.2783,28.02,19.2067,17.0733,8.96167
77.6667,25.8333,19.1667,24.8517,10.2233
58.1667,73,28,21.415,65.5
51,43,40,24.1117,9.58334
57.8333,8.3333,33.3333,22.8367,7.97833
72,19.8333,17.1667,19.5683,7.58666
72.6667,12.5,17.6667,19.6567,12.2267
64,26.3333,20.3333,18.4033,11.1933
47,25,31.1667,21.43,10.9083
55.8333,18.3333,20.5,18.435,7.48834
62.6667,18.1667,8.6667,15.93,8.14167
57.3333,24,7.6667,18.4017,9.99167
57,43.1667,9,18.1883,6.84834
55.6667,49.1667,9.3333,20.6133,6.32666
44.6667,45.3333,14.5,16.7483,5.43833
42.3333,38.3333,15.3333,18.51,6.05
42.1667,30.1667,12.8333,45.333,6.11501
36.5,25.5,10.3333,14.1417,3.25334
25.6667,27.3333,14.6667,12.4567,2.78833
10.8333,26.6667,29.5,12.6017,3.21167
22.1667,33.1667,28.6667,14.1817,4.99
32.6667,15.1667,27.8333,7.39334,7.56833
50,23.8333,25,17.63,12.2083
67.1667,28.6667,21.4,16.8967,5.88167
83.3333,17.1667,6.83166,18.8967,5.81667
94.1667,27.8333,17.4383,23.7017,10.8
102.167,26.8333,13.7383,29.9907,10.6617
106.667,23.3333,12.82,31.055,9.34
109.333,26,13.5783,29.46,9.6
109,28.3333,11.6883,29.2667,9.59834
108,32.3333,5.535,29.45,7.69499
107.167,31.3333,14.8483,27.955,10.2533
89.5,40.8333,13.6217,27.285,14.315
86.1667,55.3333,13.59,26.6467,15.44
93.5,49.6667,12.3,26.8283,16.95
92.6667,50.3333,12.885,27.61,15.5283
89,60.5,16.5617,27.4283,10.97
76.1667,61.5,13.9717,23.53,7.96833
72.5,56,17.6433,24.9233,9.89
57.3333,52.5,23.0417,26.1467,8.34
53.6667,49,18.4817,22.445,8.50667
33.6667,36,24.865,18.5117,7.285
30.8333,29.1667,23.145,15.7733,6.095
30.5,39.6667,38.942,19.7263,9.85034
17.8333,35.3333,28.1587,15.3067,5.39166
22,42.6667,35.9517,16.64,13.5717
19.8333,33.5,32.5267,9.87999,5.335
56,39.1667,21.8717,23.9483,13.7933
75.5,45.5,14.4573,26.0587,12.61
83.5,34,17.465,25.4083,10.7183
93.6667,18.5,10.73,22.705,8.11667
99.5,18.5,13.985,24.5033,11.83
102.667,29.6667,5.18167,25.1617,9.70168
96.3333,31,13.62,26.8883,10.4983
94.8333,16.8333,6.95667,25.51,5.53333
86.8333,5.3333,11.0067,24.5033,12.3633
76.1667,22,10.7537,16.39,13.58
46,38.8333,23.7233,20.055,8.99001
38.1667,28,32.966,16.3867,6.88167
31.8333,15.5,27.6183,12.055,8.17833
37.6667,16.1667,23.33,15.3617,7.63667
45.1667,20,16.4917,15.4467,4.97166
47,20,16.2083,11.3317,6.08167
21,20.8333,33.8967,16.4133,7.31167
22.8333,23.6667,30.81,14.2667,6.63833
31.8333,22.1667,159.167,12.71,6.94333
37.6667,17.1667,20.775,17.3317,10.0133
33.3333,21.1667,25.7333,11.8867,65.5
39.3333,19.8333,21.3017,11.8367,6.415
47.1667,12.1667,17.29,13.8217,8.74501
56.8333,9,6.535,13.7,8.645
82,17.1667,12.26,18.8183,12.9367
91.1667,7.8333,5.936,18.8033,7.94667
95.3333,13.3333,9.95166,25.5367,8.82667
96.1667,18,11.2217,22.485,10.5317
99.5,21.8333,17.2767,26.6833,10.3633
101.5,36.3333,7.11333,25.595,7.66166
102.167,33.1667,13.7017,28.2833,11.2633
102.333,41.3333,18.2383,29.3117,12.1733
98.6667,42.8333,13.3533,25.7333,12.43
82.8333,63.8333,13.8783,28.0267,12.9333
78.1667,52.1667,16.96,27.215,12.4783
73.3333,52.6667,13.7483,24.1587,16.0483
67.3333,44.6667,21.86,25.885,10.9567
67.6667,58.1667,23.1017,25.36,9.25668
78,57.3333,12.5167,25.315,13.65
75.6667,40.6667,17.6467,26.5083,11.745
70.8333,43,18.0317,24.9667,9.03333
63.1667,42.1667,25.6367,24.125,9.43666
57.5,40.5,22.66,21.274,10.1717
43.3333,45.5,23.3883,21.8017,7.00835
25.3333,35.8333,39.7483,16.2883,8.78
25.8333,32.8333,34.8583,19.4533,11.9283
54.2783,28.02,19.2067,17.0733,8.96167
54.2783,28.02,19.2067,17.0733,8.96167
54.2783,28.02,19.2067,17.0733,8.96167
54.2783,28.02,19.2067,17.0733,8.96167
54.2783,28.02,19.2067,17.0733,8.96167
113.2,54.2,15.6,34.5567,16.335
118.167,46.6667,14.5717,33.3583,13.1717
120.333,45.6667,24.4817,34.1633,10.7967
117.5,50,23.195,34.59,10.0403
113.167,47.6667,18.7867,33.065,11.8417
108.333,53.5,12.9633,30.8467,14.9417
87.1667,83.8333,19.3467,28.5383,14.085
73.5,84,16.8283,25.59,12.555
74.6667,70.6667,18.1733,27.1133,8.57499
81.3333,54.5,16.1233,25.7267,9.46167
84,55.8333,15.26,25.2917,10.0433
72.1667,56.6667,21.455,26.465,7.37666
61.6667,58.1667,18.58,23.2317,9.265
67,58,27.91,24.6533,8.52835
72.8333,50.1667,15.1183,23.9937,10.3067
55.6667,56.1667,19.7567,23.9217,8.78333
55.1667,47.8333,27.885,24.33,8.55833
38.1667,49.3333,46.7333,21.0483,10.99
29.3333,62,54.0417,19.2967,9.79668
32.8333,54.8333,32.605,19.0117,7.14165
40.1667,69.8333,32.14,19.7283,7.43332
56.6667,61.3333,21.6483,22.2117,12.045
71.1667,71.5,20.5433,26.37,8.60001
86.1667,72.6667,16.9117,26.8933,12.755
83.3333,78.1667,17.6333,27.1417,16.4333
86.6667,81.3333,17.205,25.9783,15.6767
93,62.1667,12.7033,27.2183,15.6783
93,69.3333,10.4617,28.4,18.475
96.8333,82.6667,19.24,27.8517,15.7633
99.6667,86.6667,14.2333,26.74,9.87665
99,97,9.22834,31.2517,21.5117
93.5,91.8333,13.4033,28.9167,15.6633
85.3333,79,14.41,27.6383,12.0017
73.8333,60.3333,19.2267,27.4917,8.62333
67.3333,63.1667,27.4083,25.7283,8.59502
62.5,69.3333,28.035,24.3783,7.40333
64.1667,68.5,19.2517,23.9183,10.47
62.5,76.1667,14.825,22.36,10.0233
51.6667,63,23.8633,24.6,6.92332
42.8333,46.8333,26.4433,20.19,9.07333
50.5,47.8333,28.5167,22.2683,8.72
66,23.1667,18.1933,23.0883,9.95333
56,23,15.1267,17.2417,11.497
49,44.3333,24.2067,21,10.07
66,17.3333,12.4617,16.49,9.94165
71.6667,5,14.071,20.6483,14.635
80,8.8333,9.39167,21.26,12.1467
75,32,18.4833,22.395,10.9967
70.1667,30.3333,13.6117,20.1767,5.75001
68.6667,57.3333,27.4383,25.5367,9.63334
64.3333,5,11.4417,18.64,11.6717
65,5.3333,8.02833,15.6017,5.29333
69.3333,9.3333,8.745,15.6633,12.83
66.3333,7.5,14.265,17.28,9.99833
66.6667,7.5,9.45166,19.24,12.3867
56.8333,14.6667,11.8967,15.21,6.07167
49.1667,9.6667,18.4683,18.2233,10.185
35.3333,14.8333,15.505,11.7117,6.25
48.1667,25,19.0783,17.6967,65.5
55.3333,18.5,13.8483,12.8983,6.57501
62.1667,16.3333,15.8583,17.78,10.696
56.3333,14.8333,10.5367,12.6867,8.19
50,26.3333,16.2763,20.08,12.785
47.3333,25.5,17.8017,15.2783,9.41167
52.5,24.6667,16.3033,12.5797,6.54167
64.1667,9.6667,9.06833,16.0517,4.81833
